t_stamp,P1_STATE,LIT101.Pv,FIT101.Pv,MV101.Status,P101.Status,P102.Status,P2_STATE,FIT201.Pv,AIT201.Pv,AIT202.Pv,AIT203.Pv,MV201.Status,P201.Status,P202.Status,P203.Status,P204.Status,P205.Status,P206.Status,P207.Status,P208.Status,LS201.Alarm,LS202.Alarm,LSL203.Alarm,LSLL203.Alarm,P3_STATE,AIT301.Pv,AIT302.Pv,AIT303.Pv,LIT301.Pv,FIT301.Pv,DPIT301.Pv,MV301.Status,MV302.Status,MV303.Status,MV304.Status,P301.Status,P302.Status,PSH301.Alarm,DPSH301.Alarm,P4_STATE,LIT401.Pv,FIT401.Pv,AIT401.Pv,AIT402.Pv,P401.Status,P402.Status,P403.Status,P404.Status,UV401.Status,LS401.Alarm,P5_STATE,FIT501.Pv,FIT502.Pv,FIT503.Pv,FIT504.Pv,AIT501.Pv,AIT502.Pv,AIT503.Pv,AIT504.Pv,PIT501.Pv,PIT502.Pv,PIT503.Pv,P501.Status,P501.Speed,P502.Status,P502.Speed,MV501.Status,MV502.Status,MV503.Status,MV504.Status,PSH501.Alarm,PSL501.Alarm,P6_STATE,LIT601.Pv,LIT602.Pv,FIT601.Pv,FIT602.Pv,P601.Status,P602.Status,P603.Status,LSH601.Alarm,LSL601.Alarm,LSH602.Alarm,LSL602.Alarm,LSH603.Alarm,LSL603.Alarm
19-Feb-2026 09:30:00,1,764.8793,0.0,1,1,1,1,0.0,109.2989,9.367662,195.6934,1,1,1,1,1,1,1,1,1,Inactive,Inactive,Inactive,Active,1,7.26445341,236.686081,29.06716,719.166565,0.000256221363,3.76144433,1,1,1,1,1,1,Bad Input,Bad Input,1,1007.58777,0.0,0.0,277.7493,1,1,1,1,1,Inactive,1,0.00269161747,0.00179326255,0.0014083155,0.0,8.744745,366.931549,160.952316,19.8026142,40.87093,25.2138519,38.6599579,1,0.0,1,0.0,1,1,1,1,Bad Input,Bad Input,1,493.879761,549.21814,0.0,0.985647,1,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active
19-Feb-2026 09:30:01,1,764.8793,0.0,1,1,1,1,0.0,109.2989,9.367662,195.6934,1,1,1,1,1,1,1,1,1,Inactive,Inactive,Inactive,Active,1,7.26445341,236.686081,29.06716,719.687256,0.000256221363,3.76144433,1,1,1,1,1,1,Bad Input,Bad Input,1,1007.51086,0.0,0.0,277.7493,1,1,1,1,1,Inactive,1,0.00269161747,0.00179326255,0.0014083155,0.0,8.738977,366.931549,160.952316,19.8026142,40.87093,25.2138519,38.6599579,1,0.0,1,0.0,1,1,1,1,Bad Input,Bad Input,1,493.5273,549.21814,0.0,0.9950982,1,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active
19-Feb-2026 09:30:02,1,764.8793,0.0,1,1,1,1,0.0,109.2989,9.367662,195.6934,1,1,1,1,1,1,1,1,1,Inactive,Inactive,Inactive,Active,1,7.263205,236.686081,29.06716,719.7674,0.000256221363,3.76144433,1,1,1,1,1,1,Bad Input,Bad Input,1,1007.31866,0.0,0.0,277.7493,1,1,1,1,1,Inactive,1,0.00269161747,0.00179326255,0.0014083155,0.0,8.734171,366.931549,160.952316,19.8026142,40.87093,25.2138519,38.6599579,1,0.0,1,0.0,1,1,1,1,Bad Input,Bad Input,1,493.5273,548.9618,0.0,0.9950982,1,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active
19-Feb-2026 09:30:03,1,764.8793,0.0,1,1,1,1,0.0,109.2989,9.367662,195.6934,1,1,1,1,1,1,1,1,1,Inactive,Inactive,Inactive,Active,1,7.263205,236.686081,29.06716,719.7674,0.000256221363,3.76144433,1,1,1,1,1,1,Bad Input,Bad Input,1,1007.74158,0.0,0.0,277.7493,1,1,1,1,1,Inactive,1,0.00269161747,0.00179326255,0.0014083155,0.0,8.734171,367.111,160.952316,19.8026142,40.87093,25.2138519,38.6599579,1,0.0,1,0.0,1,1,1,1,Bad Input,Bad Input,1,493.559357,548.9618,0.0,0.986768365,1,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active
19-Feb-2026 09:30:04,1,764.8793,0.0,1,1,1,1,0.0,109.2989,9.367662,195.6934,1,1,1,1,1,1,1,1,1,Inactive,Inactive,Inactive,Active,1,7.263205,236.686081,29.06716,719.7674,0.000256221363,3.76144433,1,1,1,1,1,1,Bad Input,Bad Input,1,1007.51086,0.0,0.0,277.7493,1,1,1,1,1,Inactive,1,0.00269161747,0.00179326255,0.0014083155,0.0,8.730326,367.111,160.952316,19.8026142,40.87093,25.2138519,38.6599579,1,0.0,1,0.0,1,1,1,1,Bad Input,Bad Input,1,493.78363,548.9618,0.0,0.996059358,1,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active
19-Feb-2026 09:30:05,1,764.8793,0.0,1,1,1,1,0.0,109.2989,9.374392,195.6934,1,1,1,1,1,1,1,1,1,Inactive,Inactive,Inactive,Active,1,7.263205,236.686081,29.06716,719.7674,0.000256221363,3.76144433,1,1,1,1,1,1,Bad Input,Bad Input,1,1007.93384,0.0,0.0,277.7493,1,1,1,1,1,Inactive,1,0.00269161747,0.00179326255,0.0014083155,0.0,8.730326,367.111,160.952316,19.8026142,40.87093,25.2138519,38.6599579,1,0.0,1,0.0,1,1,1,1,Bad Input,Bad Input,1,494.328369,548.9618,0.0,1.00262713,1,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active
19-Feb-2026 09:30:06,1,764.8793,0.0,1,1,1,1,0.0,109.2989,9.376314,195.821579,1,1,1,1,1,1,1,1,1,Inactive,Inactive,Inactive,Active,1,7.263205,236.686081,29.06716,719.7674,0.000256221363,3.76144433,1,1,1,1,1,1,Bad Input,Bad Input,1,1007.93384,0.0,0.0,277.7493,1,1,1,1,1,Inactive,1,0.00269161747,0.00179326255,0.0014083155,0.0,8.728083,367.111,160.952316,19.8026142,40.87093,25.2138519,38.6118927,1,0.0,1,0.0,1,1,1,1,Bad Input,Bad Input,1,494.7129,548.9618,0.0,1.00262713,1,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active
19-Feb-2026 09:30:07,1,764.8793,0.0,1,1,1,1,0.0,109.2989,9.383043,195.821579,1,1,1,1,1,1,1,1,1,Inactive,Inactive,Inactive,Active,1,7.26445341,236.686081,29.06716,719.7674,0.000256221363,3.76144433,1,1,1,1,1,1,Bad Input,Bad Input,1,1007.35712,0.0,0.0,277.7493,1,1,1,1,1,Inactive,1,0.00269161747,0.00179326255,0.0014083155,0.0,8.722956,367.111,160.952316,19.994873,40.87093,25.1497765,38.5317879,1,0.0,1,0.0,1,1,1,1,Bad Input,Bad Input,1,494.7129,548.929749,0.0,1.00070488,1,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active
19-Feb-2026 09:30:08,1,764.8793,0.0,1,1,1,1,0.0,109.2989,9.385286,195.821579,1,1,1,1,1,1,1,1,1,Inactive,Inactive,Inactive,Active,1,7.2727766,236.686081,29.0991726,719.487,0.000256221363,3.76144433,1,1,1,1,1,1,Bad Input,Bad Input,1,1007.54932,0.0,0.0,277.7493,1,1,1,1,1,Inactive,1,0.00269161747,0.00179326255,0.0014083155,0.0,8.722956,367.111,160.952316,20.1102276,40.87093,25.1497765,38.5317879,1,0.0,1,0.0,1,1,1,1,Bad Input,Bad Input,1,494.7129,548.929749,0.0,0.997180641,1,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active
19-Feb-2026 09:30:09,1,764.8793,0.0,1,1,1,1,0.0,109.2989,9.391054,195.821579,1,1,1,1,1,1,1,1,1,Inactive,Inactive,Inactive,Active,1,7.2727766,236.686081,29.0991726,719.166565,0.000256221363,3.76144433,1,1,1,1,1,1,Bad Input,Bad Input,1,1007.54932,0.0,0.0,277.7493,1,1,1,1,1,Inactive,1,0.00269161747,0.00179326255,0.0014083155,0.0,8.722956,367.111,160.952316,20.1102276,40.87093,25.1497765,38.5317879,1,0.0,1,0.0,1,1,1,1,Bad Input,Bad Input,1,494.039978,548.929749,0.0,0.995899141,1,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active
